WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98859,,90,45,41,180,46,"3,547",59,"2,100",37,23,0,0,0,0,0,0,0,0,0,0,0,27,671,20,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"2,181",21,29,0,0,0,0,0,0,0,0,24,40,0,0,0,0,53,296,63,308,0,0,65,175
98859,"$1 under $25,000",43,**,20,74,**,525,25,267,**,**,0,0,0,0,0,0,0,0,0,0,0,27,671,20,179,**,**,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,**,**,21,29,**,**,**,**,**,**,0,0,24,40,0,0,0,0,**,**,20,18,0,0,30,71
98859,"$25,000 under $50,000",47,45,21,106,46,3022,34,1833,37,23,0,0,0,0,0,0,**,0,0,0,0,**,**,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2181,**,**,**,**,0,0,0,0,0,0,**,**,**,**,0,0,53,296,43,290,0,0,35,104
98859,"$50,000 under $75,000",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,0,0,0,0,**,**,**,**,0,0,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,0,0,**,**,**,**,0,0,0,0,0,0,**,**,**,**,0,0,**,**
98859,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,0,0,0,0,**,**,**,**,0,0,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,**,**,**,**,**,**,0,0,**,**,0,0,0,0,0,0,**,**,**,**,**,**,0,0,**,**
98859,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,0,0,0,0,**,**,**,**,0,0,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,**,**,**,**,0,0,**,**
98859,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98862,,"1,206",570,612,"2,197",459,"69,035",887,"32,463",707,"2,236",448,"3,703",391,"2,790",337,"5,639",26,382,"8,147",157,"2,439",278,"7,378",180,"1,338",224,"2,783",0,0,427,"9,174",23,122,381,821,398,"1,370",423,"2,350",300,"2,940",329,"1,065",967,"47,586",391,403,54,65,139,154,29,12,100,124,141,236,104,190,27,123,862,"7,447",942,"8,322",265,"1,306",890,"2,694"
98862,"$1 under $25,000",461,85,200,600,105,5778,338,3794,173,297,94,248,75,135,102,621,26,93,-37,31,243,59,474,59,336,22,48,**,**,66,1206,**,**,59,39,54,151,66,194,36,426,44,50,237,1525,57,19,**,**,**,**,**,**,56,61,104,178,79,149,**,**,197,140,249,245,61,54,356,542
98862,"$25,000 under $50,000",303,134,153,581,129,11009,227,6559,174,303,106,397,87,169,98,1334,**,84,-23,37,332,63,1140,73,614,66,404,0,0,105,1779,23,122,96,120,98,303,105,434,72,607,71,177,290,5465,128,102,**,**,70,59,29,12,44,63,37,58,25,41,**,**,240,544,263,803,60,121,237,643
98862,"$50,000 under $75,000",193,136,96,410,81,11828,144,6424,144,443,85,364,81,200,53,705,**,64,114,36,600,70,2084,48,388,62,887,**,**,101,2187,**,**,91,156,94,260,98,429,77,620,82,231,191,7431,79,95,54,65,37,51,**,**,**,**,0,0,0,0,0,0,183,897,185,1019,54,112,139,399
98862,"$75,000 under $100,000",107,93,62,252,54,9138,75,4439,87,347,63,481,56,408,38,491,**,53,309,25,596,42,1641,**,**,37,683,**,**,50,1026,**,**,43,150,48,151,49,320,36,327,39,71,107,6572,51,92,**,**,32,44,**,**,**,**,0,0,0,0,**,**,101,777,103,863,32,114,75,333
98862,"$100,000 under $200,000",97,85,64,239,57,13246,72,5839,86,467,63,899,57,698,46,2488,**,49,675,28,668,44,2039,**,**,37,761,**,**,65,1852,**,**,56,178,64,269,65,504,53,653,57,310,97,10148,49,60,**,**,**,**,**,**,**,**,0,0,0,0,**,**,96,1657,97,1829,58,905,56,263
98862,"$200,000 or more",45,37,37,115,33,18036,31,5408,43,379,37,1314,35,1180,**,**,**,39,7109,**,**,**,**,**,**,**,**,**,**,40,1124,**,**,36,178,40,236,40,469,26,307,36,226,45,16445,27,35,**,**,**,**,**,**,0,0,0,0,0,0,27,123,45,3432,45,3563,**,**,27,514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98901,,"10,875","3,975","5,802","27,150","10,115","416,463","9,653","293,374","2,501","7,150","1,072","9,023",927,"7,641","1,014","10,115",98,817,"14,585",663,"7,835","1,309","23,482","1,787","10,202",929,"10,005",21,297,"1,713","33,384",37,265,"1,509","2,890","1,585","4,598","1,697","7,934","1,448","13,121","1,275","4,779","6,692","236,689","3,332","3,292",323,220,"2,229","2,099",372,202,"3,763","5,560","3,156","7,801","2,926","7,347",54,218,"5,069","37,558","5,523","39,684","1,131","6,411","9,488","28,678"
98901,"$1 under $25,000",6114,991,3123,13652,5096,80672,5369,67109,698,814,241,361,196,173,421,2652,** 35,185,-89,225,1263,444,3892,969,4859,118,191,0,0,162,2711,**,**,133,240,127,283,155,538,99,687,102,172,2163,10920,876,268,**,**,569,167,50,16,2730,3643,2424,6424,2294,6122,**,**,1421,892,1768,1363,316,155,5559,13968
98901,"$25,000 under $50,000",2529,1154,1424,7345,3018,88054,2295,73167,579,1017,210,436,178,251,223,1585,**,148,144,145,1096,336,5717,501,3172,338,1917,**,**,372,5580,**,**,321,390,329,699,368,1126,294,2096,235,639,2300,36994,1287,1078,100,58,952,780,136,79,953,1801,732,1377,632,1225,**,**,1513,3340,1601,3670,242,259,2273,7088
98901,"$50,000 under $75,000",1015,762,546,2807,973,61976,896,47698,418,947,203,485,172,280,151,1575,** 30,147,201,117,1378,234,5353,198,1322,218,2951,** 21,** 297,374,6528,**,**,333,478,346,926,373,1468,320,2782,269,731,1012,38439,549,835,99,65,387,620,76,43,80,116,0,0,0,0,**,**,929,4351,947,4700,196,382,818,2539
98901,"$75,000 under $100,000",580,489,301,1544,458,49864,516,38502,335,543,145,597,130,411,86,1185,**,107,127,83,1724,142,3757,84,636,132,2413,**,**,345,6418,**,**,302,552,333,929,342,1522,317,2969,266,886,580,35151,287,491,58,37,186,335,49,30,**,**,0,0,0,0,**,**,573,4568,573,4842,124,382,455,1615
98901,"$100,000 under $200,000",536,487,322,1519,481,68994,492,51148,374,1416,204,935,187,702,111,2161,** 33,158,1088,72,1759,153,4763,35,213,103,2062,**,**,373,8509,37,265,342,884,365,1231,372,2219,352,3738,325,1337,536,53114,274,438,66,60,135,197,61,34,**,**,0,0,0,0,**,**,532,8810,533,9231,208,1146,327,1491
98901,"$200,000 or more",101,92,86,283,89,66903,85,15750,97,2413,69,6209,64,5824,22,957,**,72,13114,21,615,**,**,**,**,20,471,**,**,87,3638,**,**,78,346,85,530,87,1061,66,849,78,1014,101,62071,59,182,**,**,**,**,**,**,0,0,0,0,0,0,54,218,101,15597,101,15878,45,4087,56,1977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98902,,"18,360","5,937","9,247","41,920","15,103","656,913","16,184","505,822","4,400","8,194",1847,"8,178",1621,"5,510",1618,"20,780",33,1359,"4,972",1138,"15,612","2,439","39,792","2,932","17,525",1556,"15,608",45,851,"2,838","50,156",74,331,"2,390","3,636","2,612","5,703","2,797","9,892","2,354","19,213",1970,"7,782","12,640","363,697","6,105","6,054",550,394,"3,930","3,948",746,394,"5,355","7,589","5,247","12,711","4,842","11,914",87,308,"9,843","52,780","10,565","56,560",1960,"5,905","15,934","45,748"
98902,"$1 under $25,000",9510,1305,4680,18978,6644,129741,8205,106005,1319,1413,504,1075,419,538,647,4289,**,355,-253,355,1740,889,7891,1494,7818,246,400,**,**,365,5785,**,**,305,231,302,522,353,795,243,1799,185,346,4062,22538,1552,511,** 31,** 12,883,279,139,44,3642,4749,3749,10015,3543,9521,0,0,2837,1881,3355,2641,514,267,8551,21592
98902,"$25,000 under $50,000",5202,1983,2647,13217,5184,183289,4712,153763,1233,1392,436,959,387,514,432,3316,**,312,245,340,2859,728,11308,957,6421,624,3562,**,**,839,10985,** 43,** 96,659,753,758,1294,818,2164,697,4731,482,998,4934,86753,2647,2375,189,109,1891,1702,310,172,1581,2655,1498,2696,1299,2393,**,**,3507,8174,3679,8941,509,635,4677,14053
98902,"$50,000 under $75,000",1976,1259,985,5202,1863,120411,1787,97823,814,1231,347,1028,302,593,240,2018,33,230,342,188,2021,413,8451,341,2169,342,4822,**,**,683,10256,**,**,575,796,638,1220,677,2095,595,4602,496,1472,1974,78006,1031,1631,145,115,716,1210,142,88,132,185,0,0,0,0,**,**,1843,9289,1870,9770,395,746,1579,4613
98902,"$75,000 under $100,000",879,703,440,2404,790,74950,796,60227,453,753,196,940,178,551,142,1775,**,150,385,111,2353,209,4591,107,859,162,2924,**,**,404,7055,31,235,337,580,387,827,402,1481,348,3048,321,1174,878,53888,479,840,102,77,315,578,88,55,**,**,0,0,0,0,**,**,869,7059,873,7446,222,481,657,2122
98902,"$100,000 under $200,000",630,547,363,1658,466,81626,554,56872,439,1569,251,1719,225,1273,118,4055,**,202,1367,112,3346,168,6277,33,258,148,3119,** 45,** 851,405,9105,**,**,381,843,391,1103,405,2031,354,3389,354,1930,630,63923,309,457,** 83,** 81,125,179,67,35,**,**,0,0,0,0,**,**,625,10871,625,11534,248,1361,379,1614
98902,"$200,000 or more",163,140,132,461,156,66896,130,31132,142,1836,113,2457,110,2041,** 39,"** 5,327",**,110,2886,** 32,"** 3,293",** 32,"** 1,274",**,**,34,781,**,**,142,6970,**,**,133,433,136,737,142,1326,117,1644,132,1862,162,58589,87,240,**,**,0,0,**,**,0,0,0,0,0,0,87,308,162,15506,163,16228,72,2415,91,1754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98903,,"6,441","2,679","3,249","14,129","4,676","276,139","5,477","202,879","2,009","5,481",783,"4,943",669,"4,059",624,"6,850",146,581,"3,134",526,"6,359","1,105","19,861","1,074","7,003",797,"7,705",0,0,"1,384","25,927",39,144,"1,184","2,203","1,268","3,318","1,362","5,855","1,193","11,586",958,"3,471","4,739","166,896","2,140","2,384",239,183,"1,319","1,506",283,137,"1,319","1,829","1,485","3,230","1,347","2,977",34,106,"3,962","25,361","4,205","26,940",820,"2,447","5,408","15,484"
98903,"$1 under $25,000",2961,531,1362,5187,1593,39306,2368,29706,553,769,202,306,166,150,219,1305,25,147,-104,175,931,389,3668,480,2780,130,169,**,**,161,2232,**,**,139,109,128,214,151,338,111,751,89,174,1344,7793,425,162,** 22,** 8,209,78,44,15,835,1040,1062,2536,991,2372,**,**,1020,672,1186,931,193,88,2559,5863
98903,"$25,000 under $50,000",1738,727,907,4133,1493,61836,1525,49816,467,551,162,337,134,156,148,1516,37,119,190,136,1147,307,4937,359,2490,312,1743,**,**,315,4511,**,**,253,273,275,559,308,891,259,1936,167,394,1656,29751,800,726,73,43,540,501,97,47,419,696,423,694,356,605,**,**,1270,2871,1330,3177,195,224,1540,4456
98903,"$50,000 under $75,000",811,574,453,2199,771,49678,731,38712,368,518,125,395,110,255,112,1047,29,83,243,88,1164,180,4168,143,1013,174,2426,0,0,309,5323,**,**,263,399,285,647,306,1115,271,2449,214,725,808,31230,424,675,64,51,300,499,53,28,65,93,0,0,0,0,**,**,745,3604,762,3856,152,353,659,2036
98903,"$75,000 under $100,000",472,419,249,1313,414,40532,424,31105,269,491,116,285,101,186,76,1216,25,80,78,68,1282,123,3640,62,479,99,1776,**,**,267,5145,39,144,231,513,255,670,265,1244,248,2470,201,596,472,28253,255,430,41,36,175,290,46,23,**,**,0,0,0,0,**,**,468,3578,468,3866,121,289,351,1215
98903,"$100,000 under $200,000",388,360,222,1114,361,50708,361,39826,285,1163,132,527,116,314,69,1766,30,108,981,59,1835,106,3448,30,241,82,1591,0,0,271,6472,**,**,240,628,267,911,271,1655,251,3091,233,975,388,38827,206,306,39,45,95,138,43,24,**,**,0,0,0,0,**,**,388,6449,388,6758,125,673,263,1193
98903,"$200,000 or more",71,68,56,183,44,34079,68,13714,67,1989,46,3093,42,2998,**,**,**,44,1746,**,**,**,**,**,**,**,**,0,0,61,2244,**,**,58,281,58,317,61,612,53,889,54,607,71,31042,30,85,**,**,0,0,**,**,0,0,0,0,0,0,34,106,71,8187,71,8352,34,820,36,721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98908,,"16,423","7,678","8,392","33,580","9,897","1,048,207","13,251","663,456","7,328","20,713",3815,"32,916",3404,"26,688",2128,"30,698",280,2973,"20,890",2013,"33,180",3673,"75,536",1790,"13,324",2899,"36,056",140,2725,5691,"124,175",140,705,5049,"9,984",5298,"16,915",5619,"28,152",4671,"46,950",4435,"22,782","13,225","733,870",5921,7622,739,690,2971,3845,785,363,1761,2302,2242,4671,1974,4194,288,1125,"11,848","132,401","12,437","139,327",3084,"20,999","12,673","40,529"
98908,"$1 under $25,000",5802,938,2572,8112,2019,72425,4278,50197,1628,2277,833,2802,728,1906,511,2900,** 37,622,-390,488,2795,975,9097,684,4281,350,577,**,**,529,9075,** 21,** 25,452,389,422,990,504,1388,303,2422,338,620,2779,16526,820,294,** 31,** 11,287,105,** 64,** 16,1004,1191,1514,3495,1385,3232,**,**,2175,1458,2573,2030,556,301,4634,8692
98908,"$25,000 under $50,000",3839,1396,1893,7751,2377,139965,3136,104448,1378,2361,619,1817,543,1052,423,3380,** 52,493,-108,417,3754,874,15024,522,4307,871,5723,**,**,1016,16209,**,**,874,946,907,2062,996,3083,784,5956,656,1704,3682,72659,1638,1436,** 146,** 97,918,903,** 168,** 81,625,943,728,1176,589,962,**,**,3063,7522,3211,8408,577,746,3234,8818
98908,"$50,000 under $75,000",2571,1678,1371,6121,1821,158710,2156,116280,1348,2959,658,2357,586,1482,418,3629,55,477,635,391,4705,691,15803,324,2524,694,9900,** 35,** 336,1184,20624,** 25,** 76,1036,1485,1093,2744,1166,4400,995,8615,894,2707,2555,101940,1216,1759,202,163,737,1209,173,81,** 112,** 149,0,0,0,0,**,**,2430,12346,2468,13227,570,1185,1990,5923
98908,"$75,000 under $100,000",1748,1435,987,4680,1476,151211,1514,111414,1072,2254,544,1954,477,1263,295,4477,40,421,1074,310,5594,484,12832,162,1425,441,8346,**,**,1085,21143,** 34,** 134,969,1823,1042,2910,1082,4994,972,9397,872,3131,1748,105622,950,1573,** 151,** 118,588,1040,** 179,** 91,20,19,0,0,0,0,**,**,1721,13680,1725,14644,430,1240,1314,4686
98908,"$100,000 under $200,000",1918,1745,1118,5329,1651,251194,1706,183770,1421,4533,816,3896,745,2808,345,7849,** 62,637,4867,326,9706,551,17565,98,787,436,8999,** 38,** 545,1395,32854,** 38,** 176,1274,3056,1364,4960,1390,8335,1250,14125,1227,6142,1916,192918,1008,1369,169,152,441,588,176,80,0,0,0,0,0,0,43,88,1914,32423,1915,33994,692,3401,1221,5064
98908,"$200,000 or more",545,486,451,1587,553,274702,461,97347,481,6329,345,20090,325,18177,** 136,"** 8,463",** 34,323,14812,** 81,"** 6,626",98,5215,**,**,107,2511,** 67,"** 1,844",482,24270,** 22,** 294,444,2285,470,3249,481,5952,367,6435,448,8478,545,244205,289,1191,** 40,** 149,0,0,** 25,** 14,0,0,0,0,0,0,** 245,"** 1,037",545,64972,545,67024,259,14126,280,7346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98922,,2456,1138,1367,"4,534",1050,"136,587",1846,"83,353",1171,3269,613,2777,532,1733,413,4693,71,495,7025,354,6604,610,"14,269",476,4256,469,5514,0,0,928,"24,540",0,0,832,1652,869,2485,915,4356,768,"10,514",665,2058,1927,"87,190",651,995,99,84,328,402,46,20,192,204,344,551,294,486,33,155,1756,"14,105",1851,"15,039",478,1577,1868,"6,051"
98922,"$1 under $25,000",939,184,450,1254,239,11620,646,7250,299,447,130,272,** 113,** 148,117,462,**,** 111,** -78,87,569,172,1800,165,1138,** 63,** 130,**,**,** 130,"** 2,490",**,**,** 112,** 108,** 111,** 209,** 126,** 320,** 90,** 856,** 70,** 81,450,2597,86,32,**,**,** 30,** 13,**,**,109,108,249,415,220,383,**,**,379,242,437,346,101,60,740,1193
98922,"$25,000 under $50,000",595,262,324,1135,279,21612,455,13794,266,621,** 124,** 387,105,202,** 104,"** 1,073",** 40,100,106,** 77,** 826,142,2647,144,1439,152,924,**,**,181,3388,**,**,160,196,171,409,176,628,148,1515,** 117,** 191,559,10866,192,164,28,19,115,110,25,8,83,96,95,136,74,103,**,**,478,1159,513,1366,** 106,** 171,479,1233
98922,"$50,000 under $75,000",361,221,208,757,174,22233,287,14162,197,571,113,295,** 95,** 194,64,579,**,** 81,** 271,65,951,** 111,"** 3,242",89,932,105,1518,**,**,191,3643,**,**,170,288,182,373,191,682,163,1856,126,217,358,14110,136,166,** 44,** 38,77,108,**,**,**,**,0,0,0,0,**,**,342,1791,344,1916,92,178,267,845
98922,"$75,000 under $100,000",235,187,** 154,552,132,20394,181,12824,157,371,** 87,** 363,** 74,** 220,** 54,** 607,** 31,** 54,** 260,** 49,"** 1,082",83,2917,** 42,** 379,** 71,"** 1,376",**,**,154,3396,**,**,** 140,** 322,141,346,151,696,131,1808,** 123,** 297,235,14143,92,139,**,**,50,86,** 21,** 12,0,0,0,0,0,0,**,**,232,1923,232,2053,** 65,** 208,170,646
98922,"$100,000 under $200,000",263,234,181,694,197,35002,226,23578,197,581,117,675,105,375,** 74,"** 1,972",**,106,1118,** 76,"** 3,176",** 81,"** 3,092",** 36,** 368,** 78,"** 1,566",**,**,219,6634,**,**,201,511,215,802,218,1404,203,3769,179,520,262,25350,119,171,** 27,** 27,** 56,** 85,**,**,0,0,0,0,0,0,**,**,262,4237,262,4525,85,436,178,961
98922,"$200,000 or more",** 63,** 50,** 50,** 142,** 29,"** 25,726",** 51,"** 11,745",** 55,** 678,** 42,** 785,** 40,** 594,**,**,**,** 43,"** 5,348",**,**,** 21,** 571,**,**,**,**,**,**,** 53,"** 4,989",**,**,** 49,** 227,** 49,** 346,** 53,** 626,** 33,** 710,** 50,** 752,** 63,"** 20,124",** 26,** 323,**,**,**,**,**,**,**,**,**,**,**,**,** 33,** 155,** 63,"** 4,753",** 63,"** 4,833",** 29,** 524,** 34,"** 1,173"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98923,,681,339,362,"1,698",645,"28,078",612,"21,853",191,277,72,442,59,355,60,258,41,58,293,40,632,82,"1,356",127,674,61,642,0,0,121,"2,565",0,0,104,203,109,290,118,506,102,"1,036",89,451,482,"15,583",244,327,26,37,172,198,35,20,171,270,145,343,130,324,0,0,386,"2,079",410,"2,294",86,277,577,"1,764"
98923,"$1 under $25,000",299,72,153,576,208,4018,260,3323,48,56,25,69,**,**,28,4,**,**,**,**,**,39,538,53,238,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,21,51,119,678,40,15,**,**,27,10,**,**,96,135,86,234,77,224,0,0,85,57,101,77,36,27,266,596
98923,"$25,000 under $50,000",194,109,110,574,246,7012,184,6256,51,32,**,**,**,**,**,**,**,31,186,40,632,**,**,46,218,34,164,**,**,38,557,**,**,29,30,33,71,36,103,28,201,**,**,175,2991,94,95,26,37,73,74,35,20,75,135,59,109,53,100,**,**,121,257,127,274,**,**,174,581
98923,"$50,000 under $75,000",105,84,52,316,116,6381,101,5498,56,93,24,74,39,95,32,254,41,**,**,**,**,21,266,28,218,27,478,0,0,50,1039,0,0,44,75,47,110,50,195,43,452,36,124,105,3887,61,94,**,**,45,72,**,**,**,**,0,0,0,0,**,**,98,424,100,468,21,64,83,221
98923,"$75,000 under $100,000",37,31,21,105,37,3228,29,2158,**,**,**,**,**,**,**,**,**,27,107,**,**,22,552,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,37,2168,23,43,**,**,27,42,**,**,**,**,0,0,0,0,**,**,36,259,36,311,29,186,25,95
98923,"$100,000 under $200,000",46,43,26,127,38,7439,38,4618,36,96,23,299,20,260,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,33,969,0,0,31,98,29,109,32,208,31,383,32,276,46,5859,26,80,**,**,**,**,**,**,**,**,0,0,0,0,0,0,46,1082,46,1164,**,**,29,271
98923,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98926,,"11,467","4,876","5,058","22,022","6,107","546,779","9,545","376,669","4,833","10,512",2327,"14,931",2060,"12,155",1615,"20,936",501,1756,"17,711",1030,"14,393",2101,"48,002","1,237","9,856",1567,"18,662",58,815,3389,"67,697",112,545,2942,4977,3127,"7,941",3354,"13,827",2820,"30,959",2386,"8,456","8,802","351,294","3,784","4,931",444,466,"1,902","2,547",417,229,"1,122","1,555","1,548","2,619","1,313","2,263",85,296,"7,744","50,600","8,231","54,905",2095,"8,377","8,988","22,050"
98926,"$1 under $25,000",4871,687,1635,6096,1268,56082,3963,42629,1188,1280,570,943,491,506,436,2054,95,393,-81,267,1726,566,5702,469,3074,196,321,**,**,367,5800,**,**,298,247,287,579,351,954,225,1892,190,335,2338,13338,630,249,**,**,96,34,27,8,556,645,1137,1936,996,1732,**,**,1882,1159,2196,1688,491,257,4030,6074
98926,"$25,000 under $50,000",2597,1035,1205,5378,1540,94301,2158,71489,1007,1693,432,1208,382,714,346,3594,101,338,306,238,2044,478,9001,377,3654,466,2863,**,**,692,11267,28,88,596,595,611,1302,682,2034,544,5001,412,883,2476,48249,1070,908,92,64,589,545,87,47,461,746,411,683,317,531,**,**,2007,5014,2137,5799,432,597,2144,5470
98926,"$50,000 under $75,000",1728,1125,903,4171,1261,106353,1454,77979,963,1567,446,1320,386,880,327,3542,101,349,780,203,2455,430,11074,203,1627,386,5580,** 24,** 188,824,14693,** 41,** 124,707,1019,767,1757,821,2895,702,7196,573,1470,1718,67491,829,1242,** 108,** 96,542,876,111,58,105,164,0,0,0,0,**,**,1611,8039,1648,8911,396,978,1326,3783
98926,"$75,000 under $100,000",1089,940,570,2996,942,94376,932,68251,761,1209,388,1197,350,721,224,2882,80,270,721,157,2448,314,9976,110,785,283,5125,**,**,635,12426,**,**,564,1073,616,1523,632,2700,573,6215,475,1550,1089,65961,628,1045,112,110,389,688,99,56,**,**,0,0,0,0,**,**,1070,8374,1075,9019,295,833,789,2889
98926,"$100,000 under $200,000",1042,964,624,2993,974,134716,923,97286,781,2254,414,1875,380,1445,244,5342,98,325,2594,144,4854,275,10084,78,716,199,3881,** 34,** 627,752,18487,** 43,** 333,674,1620,730,2211,749,4094,682,9127,632,2567,1041,102003,560,922,** 132,** 196,286,404,93,60,**,**,0,0,0,0,** 31,** 34,1034,16678,1035,17778,407,2227,633,2998
98926,"$200,000 or more",140,125,121,388,122,60951,115,19035,133,2509,77,8388,71,7889,** 38,"** 3,522",** 26,81,13391,** 21,** 866,** 38,"** 2,165",**,**,** 37,** 892,**,**,119,5024,**,**,103,423,116,569,119,1150,** 94,"** 1,528",104,1651,140,54252,** 67,** 565,**,**,0,0,**,**,0,0,0,0,0,0,** 54,** 262,140,11336,140,11710,74,3485,** 66,** 836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98930,,"6,035",2245,"3,579","16,513","6,609","212,490","5,515","167,306",1163,3042,398,3316,358,2968,588,6245,197,313,"2,494",251,3083,625,"9,727",1275,"7,837",389,4274,0,0,769,"14,161",20,98,660,1090,667,1365,764,2682,627,5179,475,2168,"3,900","107,915",2295,2521,134,102,1808,1888,243,133,"2,538","3,733",1862,"4,694",1729,"4,293",0,0,2637,"14,184",2991,"15,613",594,2049,"5,352","16,052"
98930,"$1 under $25,000",3121,493,1881,7199,2697,42865,2802,35377,315,369,** 75,** 123,** 71,** 63,265,2297,** 42,70,1,** 68,** 438,192,1766,595,2995,** 58,** 80,**,**,** 85,"** 1,162",** 20,** 98,** 71,** 121,** 51,** 93,** 83,** 237,** 46,** 331,** 38,** 89,1130,5318,520,179,**,**,394,126,** 28,** 8,1648,2106,1270,3630,1214,3369,**,**,649,379,881,738,124,79,2916,7670
98930,"$25,000 under $50,000",1711,775,975,5542,2419,60005,1609,51302,316,356,97,168,88,101,147,1640,43,77,69,64,408,181,2357,463,3156,132,780,**,**,210,3136,**,**,174,190,180,309,209,536,170,1308,110,325,1569,23505,1090,1009,** 50,** 25,905,823,97,53,807,1477,592,1064,515,924,**,**,872,1749,976,2102,159,225,1549,5133
98930,"$50,000 under $75,000",643,472,362,2081,897,39276,592,32734,224,565,** 84,** 213,** 73,** 138,73,406,** 37,** 62,** 253,** 45,** 622,** 120,"** 2,047",157,1222,95,1328,**,**,193,4129,**,**,162,239,174,321,191,584,169,1338,118,421,641,23824,378,714,** 33,** 25,309,578,** 55,** 34,83,150,0,0,0,0,**,**,558,2491,577,2659,124,231,516,1614
98930,"$75,000 under $100,000",292,258,167,894,316,24992,268,20593,120,102,** 50,** 79,** 41,** 57,48,838,24,** 28,** 149,** 35,** 588,69,1495,** 60,** 464,** 49,** 938,**,**,** 121,"** 1,991",**,**,** 108,** 175,** 113,** 246,** 121,** 452,** 111,** 973,** 76,** 276,292,17792,161,331,** 20,** 26,125,241,** 40,** 23,**,**,0,0,0,0,**,**,291,2210,290,2386,** 75,** 239,215,728
98930,"$100,000 under $200,000",238,220,170,719,259,30168,217,23266,163,688,72,395,65,314,** 55,"** 1,064",** 51,55,677,** 39,"** 1,027",** 63,"** 2,062",**,**,** 55,"** 1,148",**,**,137,2903,**,**,145,365,129,316,137,656,131,1229,113,599,238,23487,146,288,** 31,** 26,** 75,** 120,** 23,** 15,**,**,0,0,0,0,**,**,237,3819,237,4066,112,1275,156,907
98930,"$200,000 or more",** 30,** 27,** 24,** 78,** 21,"** 15,184",** 27,"** 4,034",** 25,** 962,** 20,"** 2,338",** 20,"** 2,295",**,**,**,** 21,"** 1,345",**,**,**,**,**,**,**,**,**,**,** 23,** 840,**,**,**,**,** 20,** 80,** 23,** 217,**,**,** 20,** 458,** 30,"** 13,989",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 30,"** 3,536",** 30,"** 3,662",**,**,**,**
