"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
"$10,000 under $25,000",351,699,204,"6,082",295,"4,920",131,222,247,290,38,**        ,*       42,
"$25,000 under $50,000",420,"1,092",379,"15,389",380,"12,873",211,371,377,"1,209",54,13,114,
"$50,000 or more      ",528,"1,640",598,"41,515",506,"34,500",414,787,524,"5,505",86,22,315,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99324                ,"3,181","6,999","1,901","96,878","2,663","75,329","1,678","3,430","2,210","9,298",466,35,939,
"Under $10,000        ",839,906,181,"1,426",709,"4,034",275,195,241,56,73,*       13,40,
"$10,000 under $25,000",900,"1,927",421,"15,217",682,"10,456",396,873,612,605,107,**        ,138,
"$25,000 under $50,000",769,"2,094",656,"27,719",675,"21,932",458,926,688,"1,995",137,10,303,
"$50,000 or more      ",673,"2,072",643,"52,516",597,"38,907",549,"1,436",669,"6,642",149,12,458,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99326                ,"1,195","3,034","1,208","39,668","1,076","31,111",562,"1,131",859,"4,161",108,63,171,
"Under $10,000        ",230,247,87,-526,199,988,68,43,76,19,**        ,*       16,**        ,
"$10,000 under $25,000",316,768,305,"5,434",274,"4,460",109,136,183,200,*       30,**        ,*       19,
"$25,000 under $50,000",398,"1,174",491,"14,117",376,"12,415",184,247,351,961,43,17,58,
"$50,000 or more      ",251,845,325,"20,643",227,"13,248",201,705,249,"2,981",35,30,94,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99328                ,"1,592","3,543",958,"50,073","1,300","35,989",872,"2,660","1,139","5,392",191,143,269,
"Under $10,000        ",392,502,113,666,310,"1,627",159,198,105,22,37,28,20,
"$10,000 under $25,000",456,976,255,"7,825",349,"5,241",211,536,316,351,35,20,42,
"$25,000 under $50,000",410,"1,069",307,"14,877",354,"11,440",235,641,385,"1,221",55,35,80,
"$50,000 or more      ",334,996,283,"26,705",287,"17,681",267,"1,285",333,"3,798",64,60,127,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99329                ,121,295,93,"4,088",107,"3,446",67,38,91,374,19,**        ,32,
"Under $10,000        ",25,40,9,133,19,111,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
"$10,000 under $25,000",26,56,16,436,23,348,*       21,*       17,*       24,*         26,**        ,--        ,*       12,
"$25,000 under $50,000",40,107,35,"1,451",37,"1,189",23,14,37,114,*       19,**        ,**        ,
"$50,000 or more      ",30,92,33,"2,068",28,"1,798",23,7,30,234,**        ,**        ,20,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99330                ,421,"1,257",550,"11,696",362,"9,656",219,970,233,"1,212",26,57,59,
"Under $10,000        ",83,150,56,"-1,557",67,439,34,263,12,2,*       13,*       18,**        ,
"$10,000 under $25,000",140,410,193,"2,428",128,"2,009",48,44,51,53,**        ,**        ,**        ,
"$25,000 under $50,000",107,384,190,"3,828",100,"3,191",57,90,79,227,*       13,16,*       22,
"$50,000 or more      ",91,313,111,"6,997",67,"4,017",80,573,91,930,**        ,23,37,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99332                ,11,33,10,339,**        ,**          ,**        ,**        ,**        ,**          ,--        ,**        ,**        ,
"Under $10,000        ",*       11,*       33,*       10,*        339,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,**        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99333                ,20,58,21,527,14,332,16,48,12,38,**        ,**        ,**        ,
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--          ,**        ,**        ,--        ,
"$10,000 under $25,000",*       20,*       58,*       21,*        527,*       14,*        332,*       16,*       48,*       12,*         38,--        ,**        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99335                ,145,356,140,"4,728",131,"3,913",72,92,100,424,15,12,21,
"Under $10,000        ",37,61,27,188,32,183,12,10,**        ,**          ,**        ,--        ,**        ,
"$10,000 under $25,000",31,67,21,571,26,415,12,7,*       32,*         31,**        ,**        ,**        ,
"$25,000 under $50,000",40,108,45,"1,439",37,"1,267",23,24,32,116,*       15,*       12,**        ,
"$50,000 or more      ",37,120,47,"2,530",36,"2,048",25,51,36,277,**        ,**        ,*       21,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99336                ,"17,549","38,570","12,560","640,012","15,451","519,336","8,670","17,008","13,171","73,248","1,780",66,"4,112",
"Under $10,000        ","3,379","4,153","1,222","9,891","2,865","15,373",953,770,927,217,258,*       15,103,
"$10,000 under $25,000","5,096","10,209","3,169","87,662","4,316","70,491","1,693","2,860","3,536","3,958",352,**        ,354,
"$25,000 under $50,000","4,540","11,010","3,705","163,945","4,084","136,882","2,372","3,377","4,189","13,601",464,21,"1,020",
"$50,000 or more      ","4,534","13,198","4,464","378,514","4,186","296,590","3,652","10,001","4,519","55,472",706,30,"2,635",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99337                ,"11,360","26,796","8,689","546,368","9,884","422,439","7,111","13,919","9,114","71,560","1,532",249,"4,248",
"Under $10,000        ","2,118","1,856",408,"6,008","1,766","9,243",843,622,742,157,165,27,83,
"$10,000 under $25,000","2,263","4,511","1,158","38,496","1,786","28,384",992,"1,789","1,615","1,726",212,29,256,
"$25,000 under $50,000","2,552","6,473","2,119","94,896","2,229","76,220","1,548","2,715","2,352","7,652",377,53,883,
"$50,000 or more      ","4,427","13,956","5,004","406,968","4,103","308,592","3,728","8,793","4,405","62,025",778,140,"3,026",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99338                ,"3,163","7,522","2,712","199,802","2,809","157,513","2,333","3,601","2,650","30,778",441,51,"1,568",
"Under $10,000        ",661,284,48,"1,428",549,"2,516",322,164,271,56,28,**        ,19,
"$10,000 under $25,000",399,639,130,"6,604",322,"5,033",203,394,306,336,33,*       13,57,
"$25,000 under $50,000",457,"1,107",323,"17,210",382,"12,859",346,585,431,"1,445",85,**        ,198,
"$50,000 or more      ","1,646","5,492","2,211","174,560","1,556","137,105","1,462","2,458","1,642","28,941",295,38,"1,294",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99341                ,320,782,234,"9,973",257,"7,078",182,570,237,"1,053",39,27,37,
"Under $10,000        ",75,102,19,-284,53,264,37,35,21,6,**        ,*       11,*       10,
"$10,000 under $25,000",79,184,47,"1,408",64,"1,051",31,29,55,59,*       25,**        ,**        ,
"$25,000 under $50,000",88,243,83,"3,266",80,"2,514",49,143,83,260,**        ,*       16,11,
"$50,000 or more      ",78,253,85,"5,583",60,"3,249",65,363,78,728,14,**        ,16,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99343                ,835,"2,487","1,176","22,630",707,"17,781",397,"1,168",478,"2,447",108,115,118,
"Under $10,000        ",205,267,103,"-3,153",164,959,81,91,58,11,**        ,25,13,
"$10,000 under $25,000",248,720,329,"4,250",210,"3,206",87,177,112,106,*       44,14,17,
"$25,000 under $50,000",224,865,450,"7,861",201,"6,240",111,176,156,358,31,31,30,
"$50,000 or more      ",158,635,294,"13,672",132,"7,376",118,724,152,"1,972",33,45,58,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99344                ,"4,721","12,768","5,325","151,208","4,201","113,842","1,986","5,154","2,881","16,611",580,307,763,
"Under $10,000        ","1,044","1,504",538,"-3,101",883,"4,863",265,418,246,55,109,62,39,
"$10,000 under $25,000","1,498","4,009","1,781","25,761","1,342","21,372",442,544,739,756,166,46,93,
"$25,000 under $50,000","1,311","4,365","1,949","46,758","1,213","39,007",605,691,"1,034","2,721",168,72,228,
"$50,000 or more      ",868,"2,890","1,057","81,790",763,"48,600",674,"3,501",862,"13,079",137,127,403,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99345                ,122,337,165,"4,300",116,"3,850",44,101,72,674,10,**        ,18,
"Under $10,000        ",28,34,11,-407,26,297,*       14,*       31,**        ,**          ,*       10,**        ,**        ,
"$10,000 under $25,000",31,90,49,526,30,495,**        ,**        ,*       18,*         14,**        ,--        ,--        ,
"$25,000 under $50,000",36,132,73,"1,273",34,"1,157",11,15,27,65,**        ,--        ,**        ,
"$50,000 or more      ",27,81,32,"2,908",26,"1,901",19,55,27,595,**        ,**        ,*       18,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99346                ,140,367,152,"3,451",121,"3,299",50,36,84,291,14,**        ,28,
"Under $10,000        ",30,39,15,-272,25,116,**        ,**        ,**        ,**          ,**        ,**        ,**        ,
"$10,000 under $25,000",49,133,55,857,40,765,*       20,*       10,*       31,*         30,*       14,--        ,**        ,
"$25,000 under $50,000",41,134,61,"1,465",37,"1,187",17,15,33,94,**        ,**        ,*       17,
"$50,000 or more      ",20,61,21,"1,401",19,"1,231",13,11,20,167,**        ,**        ,11,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99347                ,"1,079","2,480",629,"32,845",810,"21,079",705,"2,237",781,"3,531",147,138,173,
"Under $10,000        ",285,334,47,-359,202,"1,096",171,228,95,21,29,39,22,
"$10,000 under $25,000",263,615,143,"4,582",188,"2,809",133,429,179,199,21,20,26,
"$25,000 under $50,000",293,775,222,"10,641",234,"7,022",193,571,272,890,53,31,61,
"$50,000 or more      ",238,756,217,"17,981",186,"10,152",208,"1,009",235,"2,421",44,48,64,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99348                ,454,"1,229",542,"20,599",421,"11,106",176,431,288,"2,628",44,27,51,
