WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98856,"$100,000 under $200,000",60,52,43,149,37,9062,46,3606,55,224,31,331,28,158,**,**,**,34,1329,**,**,**,**,**,**,**,**,**,**,36,902,**,**,34,102,34,212,36,325,29,299,28,90,60,7208,29,50,**,**,**,**,**,**,**,**,0,0,0,0,**,**,59,1274,60,1323,24,184,28,119
98856,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98857,,"1,676",715,"1,011","4,649","2,342","72,588","1,435","49,286",284,458,227,"8,486",106,185,140,"1,064",69,110,552,78,592,152,"2,345",279,"1,340",130,"1,434",0,0,183,"3,803",0,0,152,233,153,394,177,715,135,"1,062",143,707,"1,197","41,683",586,667,0,0,471,541,37,21,581,"1,111",333,856,305,782,0,0,896,"6,398",959,"6,813",301,"1,276","1,311","3,937"
98857,"$1 under $25,000",641,108,345,1393,729,8549,577,7416,61,59,27,61,26,36,44,162,**,20,-7,**,**,43,334,84,381,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,218,1193,68,19,**,**,42,10,**,**,289,437,206,616,198,580,**,**,167,109,202,151,29,20,575,1419
98857,"$25,000 under $50,000",518,248,288,1804,1037,18592,484,16492,59,33,25,78,21,50,40,527,36,24,24,54,407,33,533,102,452,60,271,**,**,65,1266,**,**,49,43,52,109,62,163,44,278,49,147,462,6890,302,271,**,**,258,232,**,**,254,609,127,240,107,202,**,**,253,531,276,609,37,70,476,1654
98857,"$50,000 under $75,000",222,185,135,772,365,13495,205,11121,58,21,20,46,33,37,30,185,**,34,180,**,**,33,520,71,365,36,466,**,**,45,779,**,**,35,52,40,95,44,161,37,306,29,122,222,7900,129,230,**,**,112,191,37,21,38,65,0,0,0,0,**,**,184,801,189,857,45,112,170,532
98857,"$75,000 under $100,000",212,97,180,428,119,17252,96,7149,46,36,126,8195,**,**,26,190,33,**,**,24,185,43,958,22,142,34,697,**,**,31,568,**,**,29,52,25,59,30,116,24,183,27,151,212,13609,57,105,**,**,59,108,**,**,**,**,0,0,0,0,**,**,209,2514,209,2568,141,267,65,226
98857,"$100,000 under $200,000",83,77,63,252,92,14700,73,7108,60,309,29,106,26,62,**,**,**,32,355,**,**,**,**,**,**,**,**,**,**,42,1190,**,**,39,86,36,131,41,275,30,295,38,287,83,12091,30,42,**,**,**,**,**,**,0,0,0,0,0,0,**,**,83,2443,83,2628,49,807,25,106
98857,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98858,,669,330,364,"1,351",395,"31,942",549,"21,728",266,469,127,507,113,338,81,202,30,114,112,68,658,125,"2,085",87,485,112,"1,418",0,0,112,"1,939",0,0,95,165,108,220,112,405,96,761,82,211,527,"20,860",221,225,23,2,121,159,28,11,76,108,110,233,97,218,0,0,477,"2,929",498,"3,083",150,513,473,"1,139"
98858,"$1 under $25,000",258,43,119,355,96,3176,199,2317,49,61,21,39,**,**,25,5,**,37,-0.592,**,**,35,384,37,184,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,28,122,762,22,7,**,**,**,**,**,**,41,55,76,168,69,161,**,**,106,72,120,84,24,10,217,394
98858,"$25,000 under $50,000",160,78,86,354,117,5937,136,4579,56,51,44,98,56,58,27,186,30,**,**,44,379,25,344,30,188,44,222,**,**,37,547,**,**,48,58,35,58,37,88,47,325,**,**,154,3005,77,54,23,2,53,44,**,**,35,53,34,65,28,57,**,**,123,307,129,344,27,52,124,368
98858,"$50,000 under $75,000",100,75,59,239,64,6084,83,4070,54,81,**,**,**,**,**,**,**,21,2,**,**,41,881,20,113,47,794,**,**,22,326,**,**,**,**,21,36,22,67,**,**,32,90,100,4017,45,58,**,**,28,46,28,11,**,**,0,0,0,0,**,**,97,481,98,522,32,117,62,145
98858,"$75,000 under $100,000",78,68,53,213,67,6726,68,4596,46,171,26,204,23,143,29,11,**,25,-13,24,279,**,**,**,**,**,**,**,**,22,384,**,**,21,47,22,48,22,96,22,194,**,**,78,4923,43,69,**,**,40,69,**,**,0,0,0,0,0,0,**,**,78,619,78,639,29,82,43,130
98858,"$100,000 under $200,000",73,66,47,190,51,10019,63,6166,61,105,36,166,34,137,**,**,**,31,124,**,**,24,476,**,**,21,402,**,**,31,682,**,**,26,60,30,78,31,154,27,242,27,93,73,8153,34,37,**,**,**,**,**,**,0,0,0,0,0,0,**,**,73,1450,73,1494,38,252,27,102
98858,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98862,,"1,196",575,602,"2,198",500,"71,455",873,"31,858",692,"1,665",447,"3,437",401,"2,399",324,"6,274",29,398,"5,051",168,"3,252",279,"7,779",163,"1,025",233,"3,112",0,0,435,"8,879",25,120,380,705,408,"1,592",433,"2,538",285,"2,688",340,"1,226",946,"49,926",372,410,35,12,137,178,26,9,92,113,137,232,99,192,26,89,844,"7,980",927,"8,856",315,"1,718",748,"1,831"
98862,"$1 under $25,000",433,85,186,575,127,5255,318,3432,161,248,100,303,81,154,94,558,29,97,-151,28,202,52,446,54,254,**,**,**,**,72,1277,**,**,61,39,62,190,71,232,33,310,44,66,197,1195,52,13,**,**,**,**,**,**,59,75,110,194,99,192,0,0,157,106,217,216,78,57,299,525
98862,"$25,000 under $50,000",296,131,145,546,120,10811,219,6193,160,307,99,415,85,215,78,1299,**,86,87,40,434,68,1227,70,548,85,534,**,**,110,1898,25,120,98,123,100,324,110,486,70,612,77,178,282,5385,109,84,**,**,60,52,26,9,33,38,27,38,**,**,0,0,236,539,257,743,81,152,197,428
98862,"$50,000 under $75,000",198,128,91,424,98,12322,141,6805,143,273,75,313,71,159,60,985,**,55,251,36,533,58,1788,39,223,57,814,**,**,83,1434,**,**,74,91,79,291,82,390,61,500,69,181,198,8135,82,118,35,12,40,68,**,**,**,**,0,0,0,0,0,0,187,998,187,1162,56,142,122,293
98862,"$75,000 under $100,000",108,95,68,261,58,9490,75,3992,87,280,57,513,55,394,43,606,**,51,242,29,591,57,2164,**,**,46,824,**,**,53,1088,**,**,48,122,51,179,53,310,39,354,45,77,108,6766,50,78,**,**,37,58,**,**,0,0,0,0,0,0,**,**,105,803,106,888,33,107,68,229
98862,"$100,000 under $200,000",111,95,72,275,71,14863,83,6697,93,241,73,1066,69,912,49,2826,**,67,978,35,1492,44,2154,**,**,45,940,**,**,72,1693,**,**,62,161,72,309,72,544,54,557,65,239,111,11715,52,71,**,**,**,**,**,**,0,0,0,0,0,0,**,**,109,1882,110,2106,40,300,62,356
98862,"$200,000 or more",50,41,40,117,26,18714,37,4739,48,316,43,827,40,565,**,**,**,42,3644,**,**,**,**,**,**,**,**,**,**,45,1489,**,**,37,169,44,299,45,576,28,355,40,485,50,16730,27,46,**,**,0,0,**,**,0,0,0,0,0,0,26,89,50,3652,50,3741,27,960,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98901,,"11,129","3,989","6,038","27,928","13,282","423,317","9,869","305,769","2,389","6,631","1,053","5,875",948,"4,219","1,028","9,037",101,856,"6,035",681,"9,057","1,345","25,478","1,771","8,653","1,005","11,491",22,246,"1,731","33,318",58,279,"1,497","2,542","1,584","4,964","1,705","8,128","1,419","12,523","1,265","5,104","6,850","236,888","3,350","3,076",174,51,"2,286","2,133",390,207,"3,877","6,057","3,142","7,988","2,945","7,559",54,262,"5,176","38,110","5,634","40,069","1,121","3,951","9,672","27,622"
98901,"$1 under $25,000",6115,919,3255,13579,7015,80663,5396,68519,646,733,208,411,179,189,462,2747,38,166,-72,169,937,429,3780,941,3912,109,193,**,**,167,2452,**,**,135,120,121,293,158,449,89,599,83,155,2137,10875,873,267,**,**,582,168,62,19,2745,3825,2376,6394,2264,6118,**,**,1400,892,1762,1356,270,193,5615,13670
98901,"$25,000 under $50,000",2738,1253,1511,8135,4146,95487,2479,80037,542,873,234,615,208,400,210,1816,**,167,215,164,1279,350,5902,523,2779,366,2101,22,246,374,5997,30,55,308,317,331,906,361,1293,289,2120,238,618,2440,38723,1370,1093,65,16,1011,819,144,87,1058,2135,766,1594,681,1441,**,**,1587,3492,1668,3879,251,353,2456,7972
98901,"$50,000 under $75,000",988,692,527,2691,1011,60232,868,46504,387,571,176,544,158,320,118,1042,32,139,223,128,1311,236,5502,192,1108,223,3069,**,**,354,5756,**,**,312,429,330,862,352,1338,305,2419,255,656,986,37722,481,757,39,11,358,595,68,41,74,97,0,0,0,0,0,0,913,4354,926,4588,178,303,790,2246
98901,"$75,000 under $100,000",576,476,297,1532,480,49425,504,37262,319,446,141,480,128,323,93,1165,**,113,421,94,1518,153,4447,69,518,148,2755,**,**,335,6335,**,**,290,521,318,950,334,1538,300,2709,257,905,575,34662,275,466,32,16,181,338,45,27,**,**,0,0,0,0,**,**,569,4504,570,4725,124,362,438,1430
98901,"$100,000 under $200,000",610,559,364,1703,534,78391,540,57475,402,1315,226,1335,209,884,124,1930,31,201,1993,104,3276,177,5847,46,336,127,2699,**,**,417,9094,28,224,378,865,404,1412,416,2451,378,3969,352,1499,610,60762,298,423,38,8,154,213,71,33,**,**,0,0,0,0,**,**,605,9995,606,10446,247,1274,341,1509
98901,"$200,000 or more",102,90,84,288,96,59119,82,15972,93,2693,68,2490,66,2103,21,337,**,70,3255,22,736,**,**,**,**,32,674,**,**,84,3684,**,**,74,290,80,541,84,1059,58,707,80,1271,102,54144,53,70,**,**,**,**,**,**,0,0,0,0,0,0,54,262,102,14873,102,15075,51,1466,32,795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98902,,"18,387","5,849","9,051","41,824","18,268","676,431","16,085","506,736","3,953","6,397","1,829","8,591","1,618","5,721","1,648","19,941",29,"1,362","8,541","1,167","15,013","2,478","41,106","2,906","14,171","1,638","16,809",39,797,"2,754","46,350",82,383,"2,312","3,747","2,467","5,459","2,703","9,852","2,231","16,918","1,919","7,511","12,492","382,802","5,967","5,571",404,88,"3,893","3,954",732,409,"5,407","7,869","5,332","13,070","4,943","12,252",96,354,"9,689","58,228","10,484","61,712","1,808","6,776","15,901","43,932"
98902,"$1 under $25,000",9445,1269,4483,18392,8347,126901,8046,103366,1168,1056,474,1196,404,629,704,5043,**,360,-226,367,2055,901,8127,1545,6705,256,380,0,0,366,4989,**,**,295,218,284,455,348,709,231,1381,197,340,3871,21752,1465,478,30,3,790,253,113,39,3547,4702,3771,10105,3582,9629,**,**,2724,1820,3293,2580,449,287,8533,20804
98902,"$25,000 under $50,000",5279,1934,2634,13730,6528,185993,4772,157305,1054,997,441,1580,388,957,407,3581,29,310,447,301,2732,705,10991,920,4836,634,3753,**,**,834,10883,24,36,662,821,731,1253,811,2176,678,4558,472,1014,4962,86333,2708,2342,138,31,1962,1736,336,191,1737,2997,1561,2965,1361,2623,**,**,3439,8110,3638,8806,464,581,4749,14511
98902,"$50,000 under $75,000",1994,1260,1011,5239,1985,121348,1789,97942,735,1003,359,1252,326,800,250,2329,**,236,669,209,2300,439,9185,301,1586,372,4997,**,**,666,10200,26,60,568,927,613,1229,658,2249,578,4258,494,1481,1991,78112,1005,1573,109,18,730,1241,147,94,123,170,0,0,0,0,**,**,1867,9272,1891,9782,373,765,1569,4402
98902,"$75,000 under $100,000",874,702,427,2347,771,74598,793,59508,424,642,186,755,162,399,126,1344,**,143,295,121,2026,207,5393,92,688,173,3120,**,**,382,6787,**,**,333,596,356,772,381,1442,327,2581,307,1260,873,53634,427,751,60,12,290,537,81,52,**,**,0,0,0,0,**,**,868,7114,869,7418,190,465,663,2078
98902,"$100,000 under $200,000",628,541,365,1648,479,81882,551,57999,423,1100,254,1577,228,1146,125,3360,**,195,1469,132,3971,185,6075,48,356,164,3657,**,**,365,8085,32,287,327,735,346,982,364,1858,310,2802,320,1785,628,64698,278,359,67,24,121,187,55,33,**,**,0,0,0,0,**,**,624,11137,626,11732,260,1169,329,1369
98902,"$200,000 or more",167,143,131,468,158,85709,134,30616,149,1599,115,2231,110,1790,36,4284,**,118,5887,37,1929,41,1335,**,**,39,902,39,797,141,5406,**,**,127,450,137,768,141,1418,107,1338,129,1631,167,78273,84,68,**,**,0,0,**,**,0,0,0,0,0,0,96,354,167,20775,167,21394,72,3509,58,768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98903,,"6,452","2,719","3,159","14,254","5,379","293,750","5,481","207,672","1,868","3,663",798,"3,229",689,"2,328",632,"5,776",150,647,"4,383",566,"7,433","1,154","20,746","1,051","5,699",821,"8,754",0,0,"1,344","25,576",33,93,"1,165","2,095","1,244","3,494","1,332","5,853","1,138","10,690",928,"3,862","4,700","182,952","2,043","2,123",108,27,"1,318","1,492",286,129,"1,345","1,938","1,513","3,396","1,405","3,176",35,128,"3,897","29,373","4,175","30,760",786,"2,865","5,399","14,978"
98903,"$1 under $25,000",2927,535,1310,5087,1915,38133,2360,29348,531,513,179,290,153,154,238,1294,31,146,-25,182,977,392,3574,493,2468,108,167,**,**,150,2129,**,**,131,87,116,223,146,319,102,725,78,173,1273,7175,408,125,**,**,210,67,34,9,815,1043,1082,2585,1025,2457,0,0,954,634,1139,869,181,106,2564,5579
98903,"$25,000 under $50,000",1759,747,871,4284,1783,62700,1527,50239,413,690,158,527,133,346,145,1236,36,125,206,142,1166,311,4929,343,1864,319,1866,**,**,299,4309,**,**,241,265,267,567,292,869,239,1746,164,385,1664,29568,792,671,43,10,557,495,106,52,471,809,431,811,380,719,**,**,1246,2880,1319,3169,190,260,1546,4496
98903,"$50,000 under $75,000",808,583,438,2253,863,49885,723,39137,321,406,140,381,120,240,112,1232,24,95,239,96,1328,191,3993,123,757,178,2390,**,**,302,5267,**,**,265,388,288,756,302,1168,271,2383,204,700,806,30931,408,695,29,8,315,553,60,31,59,86,0,0,0,0,**,**,747,3509,766,3789,149,338,644,1976
98903,"$75,000 under $100,000",451,390,237,1222,381,39030,407,30366,247,374,117,347,97,197,68,914,25,97,148,61,1121,125,3400,55,304,102,1987,**,**,228,4400,33,93,196,377,222,611,228,1022,209,1952,174,725,450,27610,208,338,36,9,147,251,48,19,**,**,0,0,0,0,0,0,446,3610,447,3812,103,284,334,1050
98903,"$100,000 under $200,000",430,396,239,1203,377,56465,392,42916,289,844,153,781,138,539,69,1100,34,134,1265,85,2841,135,4850,37,306,94,1912,**,**,298,6848,**,**,267,675,287,979,297,1761,259,2992,251,1168,430,43622,193,277,**,**,89,126,38,18,**,**,0,0,0,0,**,**,427,7299,427,7554,133,580,272,1092
98903,"$200,000 or more",77,68,64,205,60,47537,72,15666,67,836,51,903,48,852,**,**,**,50,2550,**,**,**,**,**,**,20,432,**,**,67,2623,**,**,65,303,64,358,67,714,58,892,57,711,77,44046,34,17,**,**,0,0,**,**,0,0,0,0,0,0,35,128,77,11441,77,11567,30,1297,39,785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98908,,"16,544","7,585","8,238","33,638","10,520","1,089,827","13,345","673,770","6,857","18,968","3,711","25,841","3,360","19,432","2,176","33,354",274,"3,050","23,502","2,093","37,193","3,605","77,078","1,713","10,721","2,986","38,416",128,"2,392","5,552","121,862",155,775,"4,921","9,622","5,121","17,428","5,486","28,915","4,426","42,948","4,319","22,114","13,268","773,399","5,662","6,776",436,125,"2,897","3,788",771,365,"1,813","2,438","2,395","5,035","2,113","4,555",314,"1,261","11,940","142,593","12,458","149,080","2,944","16,806","12,461","35,236"
98908,"$1 under $25,000",5807,928,2529,8038,2302,71300,4365,50696,1471,1896,802,1741,709,875,550,3029,39,616,-235,462,2725,934,8875,641,3363,348,558,**,**,509,9155,**,**,426,405,371,1097,482,2074,275,1971,320,598,2705,15512,787,276,**,**,249,95,65,19,1047,1275,1656,3794,1514,3507,**,**,2160,1343,2539,1935,474,290,4745,8649
98908,"$25,000 under $50,000",3895,1360,1795,7857,2613,142090,3168,105140,1285,2152,605,2379,550,1476,398,3765,38,490,822,467,4460,834,14805,521,3619,868,5760,**,**,980,15323,31,36,827,961,859,2089,960,3181,732,5352,627,1814,3738,74092,1598,1347,103,22,929,893,174,86,629,981,739,1241,599,1048,**,**,3111,7690,3214,8422,543,724,3212,8304
98908,"$50,000 under $75,000",2571,1580,1315,6012,1862,158718,2106,114197,1243,2300,631,2455,575,1459,392,4269,45,503,685,392,4944,720,16995,278,1855,718,10405,35,268,1112,19258,22,59,979,1309,1040,2675,1099,4114,918,7599,839,2603,2558,102479,1158,1598,115,29,715,1180,171,81,112,153,0,0,0,0,**,**,2433,12642,2460,13488,557,1172,1894,5249
98908,"$75,000 under $100,000",1754,1449,981,4622,1419,151829,1512,111109,992,1740,531,2046,474,1357,318,4227,47,417,1138,319,5779,517,14301,155,1119,490,9486,**,**,1029,20359,30,101,936,1649,985,2875,1027,4751,892,8551,825,3023,1753,106183,856,1376,98,30,548,963,151,69,25,29,0,0,0,0,**,**,1730,13864,1736,14748,425,1222,1256,4137
98908,"$100,000 under $200,000",1940,1748,1144,5438,1750,254856,1709,186706,1351,3836,776,4276,707,2992,367,9122,61,662,4575,340,10447,492,17303,118,765,437,9190,34,520,1405,32971,43,212,1273,3238,1356,5050,1401,8688,1227,13116,1226,6187,1937,195738,979,1325,120,44,456,657,190,99,**,**,0,0,0,0,44,78,1929,32902,1932,34438,666,3189,1165,5243
98908,"$200,000 or more",577,520,474,1671,574,311034,485,105922,515,7044,366,12944,345,11273,151,8942,44,362,16517,113,8838,108,4799,**,**,125,3017,59,1604,517,24796,29,367,480,2060,510,3642,517,6107,382,6359,482,7889,577,279395,284,854,**,**,0,0,20,11,0,0,0,0,0,0,270,1183,577,74152,577,76049,279,10209,189,3654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98922,,"2,513","1,159","1,339","4,592","1,051","145,860","1,875","87,048","1,136","2,695",643,"3,070",566,"2,006",395,"3,799",68,530,"5,017",368,"7,364",642,"15,137",423,"3,315",539,"6,628",0,0,893,"21,350",23,114,795,"1,621",842,"2,610",883,"4,561",739,"9,188",631,"2,096","1,925","98,461",609,743,61,30,286,349,51,21,192,237,344,640,295,575,29,143,"1,760","16,246","1,856","17,086",459,"1,987","1,850","5,045"
98922,"$1 under $25,000",963,204,435,1308,269,11444,662,7322,296,398,130,291,112,165,123,388,**,124,7,81,543,175,1695,152,1072,61,103,**,**,109,2043,**,**,92,76,94,198,106,284,82,751,59,48,414,2345,78,25,**,**,23,6,**,**,109,125,256,486,228,452,**,**,349,219,417,321,90,65,756,1330
98922,"$25,000 under $50,000",613,252,305,1129,267,22198,468,14508,254,493,148,711,130,411,91,1220,**,121,-91,75,919,139,2537,122,1054,168,1090,**,**,171,3213,23,114,146,159,160,415,167,587,133,1339,102,172,581,11388,185,143,**,**,104,91,**,**,83,112,88,154,67,123,**,**,496,1239,522,1438,110,197,482,1150
98922,"$50,000 under $75,000",341,208,210,697,148,21166,254,12482,185,516,111,349,94,212,69,522,39,78,281,67,1067,123,3324,70,597,128,1815,**,**,177,3498,**,**,157,279,165,400,176,707,150,1591,109,236,336,13415,102,145,38,25,52,82,30,11,**,**,0,0,0,0,**,**,323,1696,325,1787,77,152,240,712
98922,"$75,000 under $100,000",248,197,144,583,138,21474,195,13778,141,428,88,388,76,281,39,219,29,67,137,56,1242,89,2931,35,236,84,1627,**,**,148,3008,**,**,131,253,141,362,147,636,127,1447,115,256,247,15224,96,125,**,**,55,93,**,**,0,0,0,0,0,0,**,**,246,2072,245,2141,64,176,171,597
98922,"$100,000 under $200,000",287,248,197,736,201,37416,250,25649,203,541,120,369,111,238,73,1450,**,95,1143,89,3593,90,3664,44,356,77,1504,**,**,234,6362,**,**,221,651,231,876,234,1615,212,3255,198,538,287,27733,118,169,23,5,52,77,21,10,0,0,0,0,0,0,29,143,286,4594,286,4828,94,487,176,777
98922,"$200,000 or more",61,50,48,139,28,32162,46,13309,57,319,46,962,43,699,**,**,**,45,3540,**,**,26,986,**,**,21,489,**,**,54,3226,**,**,48,203,51,359,53,732,35,805,48,846,60,28356,30,136,**,**,0,0,**,**,0,0,0,0,0,0,**,**,60,6426,61,6571,24,910,25,479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98923,,697,327,368,"1,671",703,"27,865",627,"21,869",171,118,74,174,61,78,59,192,42,64,148,47,516,82,"1,463",116,442,65,643,0,0,126,"2,555",0,0,102,164,118,312,124,513,110,962,87,428,491,"15,397",232,251,22,3,162,179,30,14,175,262,169,419,154,395,0,0,395,"2,058",423,"2,216",72,175,599,"1,615"
98923,"$1 under $25,000",318,60,153,557,233,3991,281,3526,44,13,31,89,**,**,33,91,**,**,**,23,179,21,230,46,163,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,126,700,33,9,0,0,**,**,**,**,96,129,102,288,95,278,**,**,102,64,120,78,32,38,291,620
98923,"$25,000 under $50,000",200,111,120,586,277,7259,184,6273,42,17,**,**,41,59,**,**,**,43,0.115,**,**,39,571,48,235,34,165,**,**,45,691,**,**,34,30,39,76,43,127,33,229,**,**,186,2993,104,97,22,3,101,79,30,14,79,133,67,131,59,117,**,**,123,253,131,291,**,**,179,602
98923,"$50,000 under $75,000",88,75,63,265,102,5381,83,4646,32,17,22,41,**,**,26,101,42,**,**,24,337,**,**,22,44,31,478,**,**,24,413,**,**,40,63,22,59,24,88,21,177,55,164,88,3275,42,69,**,**,31,53,**,**,**,**,0,0,0,0,**,**,79,361,81,376,20,35,74,197
98923,"$75,000 under $100,000",39,35,**,118,44,3303,37,2791,20,2,**,**,**,**,**,**,**,**,**,**,**,22,662,**,**,**,**,**,**,23,443,**,**,**,**,23,52,23,89,22,200,**,**,39,2242,26,40,**,**,30,47,**,**,0,0,0,0,0,0,**,**,39,274,39,289,**,**,28,94
98923,"$100,000 under $200,000",52,46,32,145,47,7931,42,4633,33,69,21,44,20,19,**,**,**,21,148,**,**,**,**,**,**,**,**,**,**,34,1008,**,**,28,71,34,125,34,209,34,356,32,264,52,6187,27,36,**,**,**,**,**,**,0,0,0,0,0,0,**,**,52,1106,52,1182,20,102,27,102
98923,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98926,,"11,599","4,898","5,022","22,085","6,540","569,041","9,618","386,908","4,616","8,875","2,313","15,892","2,035","12,726","1,659","20,047",479,"1,884","12,581","1,088","14,908","2,147","49,985","1,111","7,233","1,617","20,453",62,789,"3,275","67,989",105,455,"2,876","4,925","2,997","7,901","3,231","14,549","2,674","29,398","2,293","8,642","8,830","371,102","3,653","4,721",246,142,"1,873","2,547",421,236,"1,137","1,605","1,576","2,702","1,337","2,332",80,391,"7,752","55,041","8,253","59,127","2,038","7,935","8,906","19,831"
98926,"$1 under $25,000",4885,666,1547,5915,1307,55380,3980,43135,1080,1037,497,1052,434,689,454,2488,71,379,217,245,1392,556,5452,427,2457,180,294,**,**,334,6341,23,26,280,299,254,504,315,844,198,1692,180,358,2252,13245,617,252,**,**,103,37,29,10,565,665,1156,1981,1012,1777,0,0,1773,1116,2115,1606,425,252,4092,5877
98926,"$25,000 under $50,000",2636,1031,1205,5473,1815,96228,2178,73094,964,1261,437,1312,384,874,368,3342,97,364,478,238,1868,503,9296,319,2475,493,3143,**,**,652,11369,**,**,568,586,567,1242,639,1922,501,4985,389,895,2511,49484,1023,890,53,15,592,567,73,36,458,775,420,721,325,555,**,**,2047,5147,2176,5936,413,707,2154,5245
98926,"$50,000 under $75,000",1682,1098,867,4084,1305,103936,1410,76449,899,1550,448,1401,380,910,311,3436,114,364,587,215,2830,424,11163,174,986,382,5639,29,181,758,13605,23,80,659,933,701,1636,751,2752,626,6259,514,1420,1673,65843,786,1130,61,25,501,834,109,59,114,165,0,0,0,0,**,**,1565,7902,1586,8594,374,808,1241,3538
98926,"$75,000 under $100,000",1156,975,635,3046,914,100126,975,71415,748,1144,396,1634,345,1000,256,2980,73,311,1593,178,2908,323,10084,115,856,291,5612,**,**,660,12954,20,66,596,1129,634,1663,657,2930,576,6155,476,1719,1154,70304,600,975,65,52,385,666,97,58,**,**,0,0,0,0,**,**,1134,8993,1140,9680,319,901,792,2597
98926,"$100,000 under $200,000",1079,986,637,3111,1046,140316,939,97497,781,2186,441,2562,406,1902,228,4806,124,369,3129,178,4473,301,11940,76,459,241,4992,33,608,746,17336,39,283,660,1607,723,2187,744,4085,671,8637,623,2553,1079,107632,564,997,67,50,292,443,113,73,**,**,0,0,0,0,27,40,1072,17561,1075,18601,419,2531,586,2217
