zipcode,adjusted_gross_income_size,returns,joint_returns,paid_preparer_number_of_returns,number_of_exemptions_total,dependent_number_of_returns,adjusted_gross_income,salaries_and_wages_number_of_returns,salaries_and_wages_amount,taxable_interest_number_of_returns,taxable_interest_amount,ordinary_dividends_number_of_returns,ordinary_dividends_amounts,qualified_dividends_number_of_returns,qualified_dividends_amounts,business_net_income_number_of_returns,business_net_income_amount,farm_number_of_returns,net_capital_gain_in_agi_number_of_returns,net_capital_gain_in_agi_amount,taxable_individual_retirement_arrangement_distributions_number_of_returns,taxable_individual_retirement_arrangement_distributions_amount,pensions_and_annuities_in_agi_number_of_returns,pensions_and_annuities_in_agi_amount,unemployment_compensation_in_agi_number_of_returns,unemployment_compensation_in_agi_amount,social_security_benefits_in_agi_number_of_returns,social_security_benefits_in_agi_amount,self_employment_retirement_plans_number_of_returns,self_employment_retirement_plans_amount,total_itemized_deductions_number_of_returns,total_itemized_deductions_amount,state_and_local_income_taxes_number_of_returns,state_and_local_income_taxes_amount,state_and_local_general_sales_taxes_number_of_returns,state_and_local_general_sales_taxes_amount,real_estate_taxes_number_of_returns,real_estate_taxes_amount,taxes_paid_number_of_returns,taxes_paid_amount,mortgage_interest_paid_number_of_returns,mortgage_interest_paid_amount,contributions_number_of_returns,contributions_amount,taxable_income_number_of_returns,taxable_income_amount,total_tax_credits_number_of_returns,total_tax_credits_amount,residential_energy_credit_number_of_returns,residential_energy_credit_amount,child_tax_credit_number_of_returns,child_tax_credit_amount,child_and_dependent_care_credit_number_of_returns,child_and_dependent_care_credit_amount,additional_child_tax_credit_number_of_returns,additional_child_tax_credit_amount,earned_income_credit_number_of_returns,earned_income_credit_amount,earned_income_credit_refundable_number_of_returns,earned_income_credit_refundable_amount,alternative_minimum_tax_number_of_returns,alternative_minimum_tax_amount,income_tax_number_of_returns,income_tax_amount,total_tax_liability_number_of_returns,total_tax_liability_amount,tax_due_at_time_of_filing_number_of_returns,tax_due_at_time_of_filing_amount,overpayments_refunded_number_of_returns,overpayments_refunded_amount
98849,,420,195,214,808,195,"14,462",321,"10,201",150,236,67,107,60,71,52,311,38,52,119,32,414,123,"2,441",51,364,65,571,0,0,69,"1,270",0,0,55,96,60,128,68,256,54,474,39,82,285,"7,984",100,95,0,0,54,59,0,0,57,64,106,197,88,183,0,0,249,"1,084",272,"1,196",71,142,327,834
98849,"$1 under $25,000",212,51,96,343,82,2611,149,1776,63,91,38,41,34,20,28,133,**,24,-5,32,414,41,474,**,**,**,**,0,0,**,**,0,0,30,39,32,57,**,**,29,204,**,**,83,526,**,**,0,0,**,**,0,0,57,64,83,160,88,183,0,0,69,47,91,91,40,32,165,348
98849,"$25,000 under $50,000",112,67,61,241,62,4044,87,2679,37,32,**,**,**,**,24,178,38,28,124,**,**,43,967,51,364,36,147,0,0,38,624,0,0,**,**,**,**,37,112,**,**,**,**,106,1853,61,49,0,0,54,59,0,0,**,**,23,37,**,**,0,0,86,174,87,196,**,**,97,267
98849,"$50,000 under $75,000",60,46,33,135,29,3537,51,2478,29,91,29,66,26,51,**,**,**,**,**,**,**,39,1000,**,**,29,424,0,0,31,646,0,0,25,57,28,71,31,144,25,270,39,82,60,2252,39,46,0,0,**,**,0,0,**,**,0,0,0,0,0,0,59,275,59,287,31,110,40,108
98849,"$75,000 under $100,000",36,31,24,89,22,4270,34,3268,21,22,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,36,3353,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,35,588,35,622,**,**,25,111
98849,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,0,0,0,0,0,0,**,**,**,**,**,**,**,**
98849,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98850,,695,272,384,"1,748",590,"24,064",619,"18,989",201,"1,056",53,46,47,18,59,807,29,41,86,30,151,91,"1,060",106,558,52,420,0,0,82,"1,519",0,0,69,103,75,246,81,376,69,690,51,101,482,"12,005",256,214,0,0,191,171,29,14,263,421,178,434,155,395,0,0,340,"1,806",368,"1,961",57,146,612,"1,755"
98850,"$1 under $25,000",347,59,171,731,217,5100,296,4305,75,80,22,14,21,6,24,146,**,**,**,30,151,37,331,34,175,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,24,46,153,805,62,16,0,0,42,11,**,**,156,238,112,310,104,294,0,0,104,71,118,99,32,53,313,770
98850,"$25,000 under $50,000",237,120,142,682,252,8371,221,7255,72,152,31,32,26,12,35,661,29,**,**,**,**,31,347,49,231,52,420,0,0,61,927,0,0,40,35,55,137,61,200,37,278,**,**,219,3556,132,109,0,0,99,86,29,14,107,183,66,124,51,101,0,0,137,315,149,360,**,**,217,683
98850,"$50,000 under $75,000",70,57,45,225,88,4191,64,3493,24,27,**,**,**,**,**,**,**,41,86,**,**,23,382,23,152,**,**,0,0,**,**,0,0,29,68,**,**,**,**,32,412,27,55,70,2460,62,89,0,0,50,74,**,**,**,**,0,0,0,0,0,0,59,253,61,294,25,93,55,175
98850,"$75,000 under $100,000",41,36,26,110,33,6402,38,3936,30,797,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,21,592,0,0,**,**,20,109,20,176,**,**,**,**,40,5184,**,**,0,0,**,**,**,**,**,**,0,0,0,0,0,0,40,1167,40,1208,**,**,27,127
98850,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,0,0,0,0,0,0,**,**,**,**,**,**,**,**
98850,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98851,,"1,546",676,775,"3,319","1,001","57,773","1,202","40,143",507,"1,546",222,640,185,437,180,"1,481",51,159,932,110,893,376,"7,505",183,"1,046",245,"2,179",0,0,283,"5,259",0,0,187,333,254,600,282,"1,103",215,"1,890",195,710,"1,048","32,741",376,367,32,19,224,255,0,0,291,457,330,737,284,640,0,0,900,"4,779",988,"5,126",197,595,"1,241","3,114"
98851,"$1 under $25,000",771,189,361,1429,438,10022,562,6706,176,356,70,87,53,45,81,561,29,51,-34,43,194,162,1726,84,432,41,67,0,0,51,815,0,0,33,41,42,74,51,130,29,176,31,77,299,1760,78,23,**,**,35,12,0,0,187,250,250,579,225,522,0,0,242,165,302,263,48,35,645,1357
98851,"$25,000 under $50,000",410,202,223,962,291,14539,333,10314,131,262,59,84,47,38,53,523,**,32,112,32,327,99,1977,59,417,98,556,0,0,75,1234,0,0,50,61,66,149,74,234,52,415,48,114,385,6709,150,110,32,19,101,84,0,0,104,207,80,158,59,118,0,0,306,692,328,793,66,77,334,934
98851,"$50,000 under $75,000",196,138,95,477,143,12191,161,8836,91,159,38,73,36,49,25,300,22,48,159,35,372,51,1605,40,197,58,776,0,0,65,1191,0,0,43,72,59,132,65,223,57,510,41,133,195,7839,72,110,**,**,49,83,0,0,**,**,0,0,0,0,0,0,184,988,190,1052,58,142,146,382
98851,"$75,000 under $100,000",87,78,43,249,78,7462,78,5675,51,141,24,42,22,20,21,97,**,**,**,**,**,29,993,**,**,21,357,0,0,37,686,0,0,21,56,35,71,37,151,32,291,25,103,87,5264,40,67,**,**,39,76,0,0,**,**,0,0,0,0,0,0,86,677,86,691,**,**,68,249
98851,"$100,000 under $200,000",82,69,53,202,51,13559,68,8612,58,628,31,354,27,285,**,**,**,28,695,**,**,35,1204,**,**,27,423,0,0,55,1333,0,0,40,103,52,174,55,365,45,498,50,283,82,11169,36,57,**,**,**,**,0,0,0,0,0,0,0,0,0,0,82,2257,82,2327,25,341,48,192
98851,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98855,,"2,307","1,144","1,043","4,972","1,499","80,989","1,785","54,284",747,"1,690",328,764,267,392,387,"5,543",175,272,"1,264",150,"1,624",493,"10,091",258,"1,767",301,"2,612",0,0,361,"6,740",0,0,268,512,315,584,352,"1,288",280,"2,493",241,825,"1,521","44,361",576,632,92,89,341,389,61,26,443,625,552,"1,171",472,"1,023",0,0,"1,293","5,976","1,471","6,998",374,"1,212","1,774","4,456"
98855,"$1 under $25,000",1211,378,516,2240,666,15357,884,10793,276,487,119,199,95,122,167,1186,71,101,124,65,373,183,1945,127,641,46,52,0,0,68,1235,0,0,48,42,49,73,61,142,43,323,30,63,457,2552,104,30,**,**,52,16,**,**,292,365,426,909,369,812,0,0,373,235,514,485,130,99,956,1982
98855,"$25,000 under $50,000",565,341,264,1385,449,20235,449,14391,181,380,74,129,59,77,103,944,49,63,157,53,659,144,3010,80,658,128,690,0,0,97,1601,0,0,64,90,79,126,95,260,69,489,65,164,533,9033,232,187,37,26,146,118,27,12,151,260,126,262,103,211,0,0,406,895,435,1107,90,123,459,1289
98855,"$50,000 under $75,000",277,209,133,695,203,16821,235,11777,138,290,60,92,53,51,57,951,30,41,227,**,**,86,2271,51,468,72,875,0,0,72,1270,0,0,58,88,69,122,72,225,61,551,53,186,277,10718,120,209,25,33,80,145,34,14,**,**,0,0,0,0,0,0,261,1243,268,1400,63,145,207,601
98855,"$75,000 under $100,000",140,122,62,369,106,11953,127,8366,76,267,31,51,26,22,26,545,25,34,110,32,592,54,1660,**,**,55,995,0,0,63,1215,0,0,50,135,60,120,63,281,55,613,44,132,140,8462,69,114,30,30,41,74,**,**,0,0,0,0,0,0,0,0,140,1093,140,1206,42,121,95,315
98855,"$100,000 under $200,000",114,94,68,283,75,16623,90,8957,76,266,44,293,34,120,34,1917,**,33,646,**,**,26,1205,**,**,**,**,0,0,61,1419,0,0,48,157,58,143,61,380,52,517,49,280,114,13596,51,92,**,**,22,36,**,**,0,0,0,0,0,0,0,0,113,2510,114,2800,49,724,57,269
98855,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98856,,"1,134",484,545,"2,066",476,"42,692",871,"24,881",544,"1,439",268,"1,066",230,752,254,"3,126",50,222,"1,478",88,"1,307",234,"5,468",183,"1,292",166,"1,538",0,0,245,"5,099",0,0,203,341,222,589,243,"1,048",184,"1,810",170,556,824,"24,678",295,276,58,52,138,154,28,9,139,179,235,440,187,357,0,0,711,"3,391",811,"3,954",200,517,845,"2,037"
98856,"$1 under $25,000",558,118,238,807,159,7074,415,4689,189,258,91,453,81,332,111,735,**,73,-42,21,87,72,906,79,487,22,24,0,0,62,989,0,0,51,40,51,127,61,179,32,286,36,57,266,1630,54,17,**,**,20,7,**,**,78,91,174,321,137,272,0,0,222,154,295,286,64,55,440,758
98856,"$25,000 under $50,000",296,136,143,622,190,10653,229,6726,154,361,66,173,58,101,78,1022,50,50,73,26,212,67,1564,61,429,59,340,0,0,62,1102,0,0,49,51,57,107,62,175,50,473,38,93,279,5227,126,102,25,17,73,69,28,9,61,88,61,119,50,85,0,0,222,521,245,699,59,78,225,575
98856,"$50,000 under $75,000",156,116,81,340,68,9486,125,5750,104,353,62,191,70,178,33,287,**,67,295,21,254,58,1701,43,376,54,609,0,0,60,1206,0,0,71,131,56,135,59,224,48,471,67,198,155,5986,64,75,33,35,24,44,**,**,**,**,0,0,0,0,0,0,147,718,150,779,52,132,112,324
98856,"$75,000 under $100,000",63,58,41,145,24,5351,51,3307,46,90,23,61,**,**,32,1082,**,**,**,20,754,37,1297,**,**,31,565,0,0,25,622,0,0,**,**,22,58,25,130,24,246,**,**,63,3730,24,35,**,**,21,34,**,**,0,0,0,0,0,0,0,0,61,471,61,535,**,**,40,119
98856,"$100,000 under $200,000",61,56,42,152,35,10128,51,4409,51,377,26,188,21,141,**,**,**,32,1152,**,**,**,**,**,**,**,**,0,0,36,1180,0,0,32,119,36,162,36,340,30,334,29,208,61,8105,27,47,**,**,**,**,**,**,0,0,0,0,0,0,0,0,59,1527,60,1655,25,252,28,261
98856,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98857,,"1,675",726,"1,056","4,641","1,731","73,638","1,449","48,241",332,"1,592",237,"11,061",111,308,135,"1,397",73,107,562,59,859,143,"2,259",208,996,123,"1,286",0,0,160,"3,287",0,0,118,463,134,289,154,834,116,992,120,606,"1,190","43,396",630,682,29,13,495,542,37,25,576,"1,039",350,868,316,782,0,0,876,"7,265",947,"7,776",270,"1,835","1,345","3,964"
98857,"$1 under $25,000",688,137,415,1515,502,9207,621,8055,81,133,21,59,**,**,45,366,24,34,49,27,165,47,413,71,310,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,247,1380,79,17,0,0,53,12,**,**,291,433,207,608,196,564,0,0,182,133,220,201,36,22,622,1470
98857,"$25,000 under $50,000",490,248,306,1741,718,17341,469,15605,73,99,28,65,39,88,43,410,**,**,**,**,**,31,438,81,428,55,202,0,0,55,1063,0,0,38,277,41,73,50,360,34,270,37,120,446,6170,320,270,**,**,267,231,**,**,251,547,143,260,120,218,0,0,233,435,261,522,31,43,458,1580
98857,"$50,000 under $75,000",221,180,119,732,301,13484,203,11281,81,128,24,43,40,108,47,621,26,21,-4,32,694,27,485,56,258,36,456,0,0,41,713,0,0,32,66,37,77,41,148,35,282,30,130,221,8074,130,226,29,13,109,185,37,25,34,59,0,0,0,0,0,0,187,838,192,925,47,148,167,541
98857,"$75,000 under $100,000",91,83,58,283,106,7935,80,5895,44,146,26,98,**,**,**,**,**,21,193,**,**,38,923,**,**,32,628,0,0,26,595,0,0,20,46,23,40,26,99,22,187,20,72,91,5499,57,97,**,**,38,69,**,**,**,**,0,0,0,0,0,0,89,639,89,736,21,73,64,222
98857,"$100,000 under $200,000",185,78,158,370,104,25671,76,7405,53,1086,138,10796,32,112,**,**,23,31,324,**,**,**,**,**,**,**,**,0,0,38,916,0,0,28,74,33,99,37,227,25,253,33,284,185,22273,44,72,**,**,28,45,**,**,0,0,0,0,0,0,0,0,185,5220,185,5392,135,1549,34,151
98857,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98858,,676,356,399,"1,431",427,"36,254",561,"21,467",296,736,130,351,113,253,89,349,36,102,-77,41,576,126,"2,189",67,424,111,"1,321",0,0,115,"2,370",0,0,89,158,103,235,115,465,93,904,80,272,527,"24,368",213,244,30,23,124,157,32,16,93,129,123,273,102,244,0,0,469,"4,426",498,"4,672",136,552,485,"1,311"
98858,"$1 under $25,000",265,53,139,408,121,3319,214,2452,63,109,20,25,**,**,25,171,**,32,-19,**,**,34,318,28,171,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,122,723,33,13,**,**,**,**,**,**,53,63,82,204,72,190,0,0,100,63,120,113,28,25,214,452
98858,"$25,000 under $50,000",171,96,101,397,128,6207,142,4506,69,113,29,47,42,44,41,140,**,**,**,**,**,32,607,39,253,50,247,0,0,57,915,0,0,44,49,48,100,57,176,44,369,35,63,165,2909,76,60,30,23,59,45,**,**,40,66,41,69,30,54,0,0,133,285,142,327,21,24,141,382
98858,"$50,000 under $75,000",95,78,55,231,57,5870,79,4089,59,120,23,67,37,88,**,**,36,22,-33,41,576,27,555,**,**,41,635,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,95,3834,28,47,**,**,20,33,32,16,**,**,0,0,0,0,0,0,91,475,91,494,28,69,57,129
98858,"$75,000 under $100,000",75,62,53,207,70,6457,69,5002,45,158,21,61,**,**,23,38,**,20,-18,**,**,33,709,**,**,**,**,0,0,32,647,0,0,24,55,30,65,32,148,27,307,25,42,75,4548,40,72,**,**,45,79,**,**,0,0,0,0,0,0,0,0,75,588,75,617,27,96,43,142
98858,"$100,000 under $200,000",70,67,51,188,51,14401,57,5418,60,236,37,151,34,121,**,**,**,28,-7,**,**,**,**,**,**,20,439,0,0,26,808,0,0,21,54,25,70,26,141,22,228,20,167,70,12354,36,52,**,**,**,**,**,**,0,0,0,0,0,0,0,0,70,3015,70,3121,32,338,30,206
98858,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98859,,100,51,43,194,42,"3,360",65,"2,354",39,18,0,0,0,0,0,0,0,0,0,0,0,31,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"1,926",21,24,0,0,0,0,0,0,0,0,20,29,0,0,0,0,61,258,68,273,0,0,77,195
98859,"$1 under $25,000",51,**,21,86,**,599,31,391,**,**,0,0,0,0,0,0,0,0,0,0,0,31,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,21,24,0,0,0,0,0,0,0,0,20,29,0,0,0,0,**,**,21,17,0,0,40,76
98859,"$25,000 under $50,000",25,51,22,46,42,854,34,1963,39,18,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,550,**,**,0,0,0,0,0,0,0,0,**,**,0,0,0,0,38,58,24,55,0,0,37,119
98859,"$50,000 under $75,000",24,**,**,62,**,1907,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1376,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,200,23,201,0,0,**,**
98859,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,**,**
98859,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,**,**
98859,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98862,,"1,210",578,620,"2,189",453,"66,095",884,"33,629",713,"2,968",471,"2,869",404,"2,011",351,"5,444",35,359,"4,303",120,"2,431",282,"6,676",123,716,193,"2,563",0,0,395,"8,726",0,0,315,713,370,"1,235",392,"2,217",290,"3,105",306,"1,127",943,"44,280",363,429,67,87,140,174,29,14,96,112,141,220,102,170,24,105,853,"7,131",946,"8,068",238,956,828,"3,146"
98862,"$1 under $25,000",483,97,209,628,98,6083,346,4025,211,369,132,358,107,154,112,760,**,103,-112,24,185,76,605,46,213,**,**,0,0,62,1214,0,0,52,49,54,166,62,225,39,332,41,55,232,1408,44,12,**,**,**,**,**,**,56,61,110,171,82,139,0,0,196,130,264,284,56,40,351,514
98862,"$25,000 under $50,000",287,131,146,533,117,10465,211,6279,156,481,102,341,86,205,94,1246,35,79,21,25,293,63,1222,45,297,70,396,0,0,96,1728,0,0,73,95,86,197,95,308,61,505,69,175,272,5157,109,89,34,32,57,48,29,14,40,51,31,49,20,31,0,0,230,521,247,752,52,106,215,575
98862,"$50,000 under $75,000",195,135,102,429,99,11794,144,6928,135,417,79,320,73,217,62,672,**,52,74,43,970,64,1860,32,206,54,797,0,0,87,1687,0,0,75,105,81,247,85,376,70,730,61,162,194,7361,88,106,**,**,51,76,**,**,**,**,0,0,0,0,0,0,185,883,192,1041,50,129,132,466
98862,"$75,000 under $100,000",110,97,65,264,57,9466,80,4246,88,437,65,381,54,245,42,1032,**,47,350,**,**,36,1276,**,**,37,653,0,0,58,1271,0,0,47,124,58,185,58,344,47,525,52,221,110,6596,54,84,33,55,32,50,**,**,**,**,0,0,0,0,0,0,108,798,109,980,31,115,68,267
98862,"$100,000 under $200,000",94,82,60,227,51,12627,68,5504,84,710,58,840,52,659,41,1734,**,44,560,28,983,43,1713,**,**,32,717,0,0,56,1659,0,0,41,224,55,225,56,542,45,530,52,333,94,9656,45,69,**,**,**,**,**,**,0,0,0,0,0,0,24,105,93,1588,93,1694,25,128,62,1324
98862,"$200,000 or more",41,36,38,108,31,15660,35,6647,39,554,35,629,32,531,**,**,**,34,3410,**,**,**,**,**,**,**,**,0,0,36,1167,0,0,27,116,36,215,36,422,28,483,31,181,41,14102,23,69,**,**,0,0,**,**,0,0,0,0,0,0,**,**,41,3211,41,3317,24,438,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98901,,"10,768","4,045","5,568","26,601","10,015","398,125","9,602","297,494","2,770","8,113","1,094","4,515",922,"3,256",982,"9,829",103,803,"7,456",527,"6,217","1,330","23,500",974,"5,101",883,"9,337",0,0,"1,656","33,548",33,236,"1,300","2,439","1,544","4,446","1,640","7,656","1,428","13,724","1,168","4,795","6,610","218,817","3,325","3,593",336,253,"2,244","2,129",372,200,"3,674","5,436","3,214","7,861","3,000","7,439",57,231,"5,015","33,810","5,447","35,978","1,047","3,821","9,347","28,205"
98901,"$1 under $25,000",5965,1053,2923,13124,4986,77817,5261,66978,794,1175,253,375,201,175,398,2301,39,165,-145,173,1023,473,4047,553,2497,111,207,0,0,180,2992,**,**,130,99,143,323,175,441,125,995,105,202,2043,10444,808,233,**,**,564,160,45,14,2625,3553,2469,6411,2350,6138,0,0,1354,878,1682,1320,262,139,5443,13775
98901,"$25,000 under $50,000",2617,1176,1407,7389,3032,90511,2382,77171,649,1165,216,491,183,264,222,1610,**,155,385,133,1091,343,5462,253,1437,335,1907,0,0,392,6239,**,**,309,367,348,736,385,1215,322,2546,223,486,2387,37731,1338,1103,92,55,990,816,139,73,974,1778,745,1450,650,1301,**,**,1564,3398,1656,3786,261,291,2334,7357
98901,"$50,000 under $75,000",997,751,549,2782,964,61260,893,48151,492,1044,196,387,162,239,141,1404,29,155,119,97,1197,222,5220,104,699,206,2808,0,0,346,6347,**,**,271,404,331,976,343,1483,303,2720,230,689,992,37438,529,847,90,68,361,609,71,42,75,105,0,0,0,0,**,**,921,4193,931,4527,162,322,802,2380
98901,"$75,000 under $100,000",565,488,287,1537,471,48602,511,38444,357,717,146,533,131,365,84,1126,**,112,254,61,994,141,3697,42,292,120,2125,0,0,305,6234,33,236,243,483,296,775,304,1365,283,2885,232,714,564,33621,313,559,72,54,192,346,63,39,**,**,0,0,0,0,**,**,553,4211,555,4466,131,347,423,1628
98901,"$100,000 under $200,000",506,466,300,1437,459,65241,459,49117,369,1448,189,707,157,576,113,2978,35,139,1238,63,1912,151,5074,22,176,85,1726,0,0,338,7591,**,**,270,662,336,1066,338,1882,319,3522,291,1198,506,50361,267,408,82,76,137,198,54,32,0,0,0,0,0,0,**,**,505,8366,505,8870,175,890,301,1195
98901,"$200,000 or more",118,111,102,332,103,54694,96,17633,109,2564,94,2022,88,1637,24,410,**,77,5605,**,**,**,**,**,**,26,564,0,0,95,4145,**,**,77,424,90,570,95,1270,76,1056,87,1506,118,49222,70,443,**,**,**,**,**,**,0,0,0,0,0,0,57,231,118,12764,118,13009,56,1832,44,1870
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98902,,"18,349","6,007","9,240","40,919","14,772","647,367","16,180","510,769","4,824","9,689","1,988","7,201","1,700","4,722","1,658","21,604",38,"1,276","7,998",871,"8,941","2,466","38,756","1,567","9,166","1,532","14,608",49,993,"2,673","46,376",67,278,"2,094","3,093","2,425","5,181","2,639","9,164","2,203","18,709","1,896","7,326","12,511","357,993","5,938","5,877",599,457,"3,780","3,805",766,398,"5,224","7,301","5,358","12,912","4,937","12,112",83,196,"9,783","51,647","10,525","55,590","1,791","4,544","15,793","44,958"
98902,"$1 under $25,000",9602,1371,4630,18391,6510,127597,8255,106976,1548,1880,566,1165,466,611,662,4243,**,370,-413,298,1435,954,8130,817,4174,258,431,0,0,351,5210,**,**,269,197,281,475,338,746,217,1429,191,313,4046,22384,1506,483,39,13,840,265,148,42,3527,4502,3928,10359,3692,9855,**,**,2857,1893,3406,2683,486,255,8596,21823
98902,"$25,000 under $50,000",5140,1979,2679,12981,5124,181632,4699,156847,1315,1863,454,861,376,514,423,2848,**,251,10,256,2044,728,10893,483,3208,612,3413,**,**,824,11148,46,89,630,638,727,1171,809,1955,685,5019,486,1041,4863,85361,2576,2340,201,132,1818,1662,337,190,1558,2594,1430,2553,1245,2257,0,0,3475,8048,3635,8745,435,497,4630,14073
98902,"$50,000 under $75,000",1975,1283,1011,5145,1778,120377,1781,98539,866,1517,378,1212,326,726,280,3017,38,220,115,164,2094,394,8313,190,1133,337,4524,**,**,644,10433,**,**,514,698,595,1148,638,1974,557,4605,485,1456,1972,77090,1008,1605,156,123,696,1178,138,83,139,205,0,0,0,0,**,**,1838,9161,1869,9790,380,793,1545,4553
